REGION_NO,ADM2_EN,ADM3_EN,ADM3_CODE,TOTAL_EMPLOYED,FOREST_EMPLOYED,PERCENT_FOREST
7,CEBU,Asturias,PH072206000,149.0,0.0,0.0
7,CEBU,Badian,PH072207000,97.0,0.0,0.0
7,CEBU,Balamban,PH072208000,193.0,0.0,0.0
7,CEBU,Bantayan,PH072209000,113.0,3.0,2.65
7,CEBU,Barili,PH072210000,76.0,1.0,1.32
7,CEBU,City of Bogo,PH072211000,158.0,0.0,0.0
7,CEBU,Boljoon,PH072212000,26.0,5.0,19.23
7,CEBU,Borbon,PH072213000,53.0,1.0,1.89
7,CEBU,City of Carcar,PH072214000,224.0,5.0,2.23
7,CEBU,Carmen,PH072215000,92.0,0.0,0.0
7,CEBU,Catmon,PH072216000,97.0,7.0,7.22
7,CEBU,City of Cebu,PH072217000,7742.0,12.0,0.15
7,CEBU,Compostela,PH072218000,49.0,0.0,0.0
7,CEBU,Consolacion,PH072219000,238.0,0.0,0.0
7,CEBU,Cordova,PH072220000,85.0,0.0,0.0
7,CEBU,Daanbantayan,PH072221000,195.0,5.0,2.56
7,CEBU,Dalaguete,PH072222000,105.0,1.0,0.95
7,CEBU,Danao City,PH072223000,381.0,8.0,2.1
7,CEBU,Dumanjug,PH072224000,43.0,1.0,2.33
7,CEBU,Ginatilan,PH072225000,17.0,0.0,0.0
7,CEBU,City of Lapu-Lapu,PH072226000,5943.0,4.0,0.07
7,CEBU,Liloan,PH072227000,311.0,3.0,0.96
7,CEBU,Madridejos,PH072228000,68.0,1.0,1.47
7,CEBU,Malabuyoc,PH072229000,28.0,2.0,7.14
7,CEBU,City of Mandaue,PH072230000,5125.0,0.0,0.0
7,CEBU,Medellin,PH072231000,153.0,1.0,0.65
7,CEBU,Minglanilla,PH072232000,155.0,0.0,0.0
7,CEBU,Moalboal,PH072233000,66.0,0.0,0.0
7,CEBU,City of Naga,PH072234000,245.0,1.0,0.41
7,CEBU,Oslob,PH072235000,102.0,1.0,0.98
7,CEBU,Pilar,PH072236000,5.0,0.0,0.0
7,CEBU,Pinamungajan,PH072237000,47.0,1.0,2.13
7,CEBU,Poro,PH072238000,51.0,0.0,0.0
7,CEBU,Ronda,PH072239000,119.0,1.0,0.84
7,CEBU,Samboan,PH072240000,41.0,0.0,0.0
7,CEBU,San Fernando,PH072241000,109.0,1.0,0.92
7,CEBU,San Francisco,PH072242000,86.0,0.0,0.0
7,CEBU,San Remigio,PH072243000,60.0,0.0,0.0
7,CEBU,Santa Fe,PH072244000,95.0,0.0,0.0
7,CEBU,Santander,PH072245000,71.0,0.0,0.0
7,CEBU,Sibonga,PH072246000,124.0,0.0,0.0
7,CEBU,Sogod,PH072247000,98.0,6.0,6.12
7,CEBU,Tabogon,PH072248000,89.0,2.0,2.25
7,CEBU,Tabuelan,PH072249000,5.0,0.0,0.0
7,CEBU,City of Talisay,PH072250000,438.0,0.0,0.0
7,CEBU,City of Toledo,PH072251000,265.0,4.0,1.51
7,CEBU,Tuburan,PH072252000,118.0,0.0,0.0
7,CEBU,Tudela,PH072253000,5.0,0.0,0.0
11,DAVAO DEL NORTE,Asuncion,PH112301000,364.0,2.0,0.55
11,DAVAO DEL NORTE,Carmen,PH112303000,342.0,0.0,0.0
11,DAVAO DEL NORTE,Kapalong,PH112305000,241.0,0.0,0.0
11,DAVAO DEL NORTE,New Corella,PH112314000,379.0,1.0,0.26
11,DAVAO DEL NORTE,City of Panabo,PH112315000,1255.0,3.0,0.24
11,DAVAO DEL NORTE,Island Garden City of Samal,PH112317000,512.0,3.0,0.59
11,DAVAO DEL NORTE,Santo Tomas,PH112318000,566.0,0.0,0.0
11,DAVAO DEL NORTE,City of Tagum,PH112319000,1964.0,2.0,0.1
11,DAVAO DEL NORTE,Talaingod,PH112322000,155.0,0.0,0.0
11,DAVAO DEL NORTE,Braulio E. Dujali,PH112323000,129.0,0.0,0.0
11,DAVAO DEL NORTE,San Isidro,PH112324000,298.0,2.0,0.67
11,DAVAO DEL SUR,Bansalan,PH112401000,480.0,1.0,0.21
11,DAVAO DEL SUR,City of Davao,PH112402000,7346.0,8.0,0.11
11,DAVAO DEL SUR,City of Digos,PH112403000,1761.0,0.0,0.0
11,DAVAO DEL SUR,Hagonoy,PH112404000,362.0,1.0,0.28
11,DAVAO DEL SUR,Kiblawan,PH112406000,314.0,2.0,0.64
11,DAVAO DEL SUR,Magsaysay,PH112407000,436.0,3.0,0.69
11,DAVAO DEL SUR,Malalag,PH112408000,230.0,0.0,0.0
11,DAVAO DEL SUR,Matanao,PH112410000,475.0,4.0,0.84
11,DAVAO DEL SUR,Padada,PH112411000,196.0,0.0,0.0
11,DAVAO DEL SUR,Santa Cruz,PH112412000,685.0,1.0,0.15
11,DAVAO DEL SUR,Sulop,PH112414000,417.0,2.0,0.48
11,DAVAO ORIENTAL,Baganga,PH112501000,734.0,11.0,1.5
11,DAVAO ORIENTAL,Banaybanay,PH112502000,293.0,5.0,1.71
11,DAVAO ORIENTAL,Boston,PH112503000,152.0,4.0,2.63
11,DAVAO ORIENTAL,Caraga,PH112504000,332.0,3.0,0.9
11,DAVAO ORIENTAL,Cateel,PH112505000,726.0,21.0,2.89
11,DAVAO ORIENTAL,Governor Generoso,PH112506000,597.0,4.0,0.67
11,DAVAO ORIENTAL,Lupon,PH112507000,657.0,6.0,0.91
11,DAVAO ORIENTAL,Manay,PH112508000,319.0,1.0,0.31
11,DAVAO ORIENTAL,City of Mati,PH112509000,1799.0,10.0,0.56
11,DAVAO ORIENTAL,San Isidro,PH112510000,157.0,1.0,0.64
11,DAVAO ORIENTAL,Tarragona,PH112511000,357.0,5.0,1.4
8,EASTERN SAMAR,Arteche,PH082601000,285.0,1.0,0.35
8,EASTERN SAMAR,Balangiga,PH082602000,184.0,2.0,1.09
8,EASTERN SAMAR,Balangkayan,PH082603000,102.0,0.0,0.0
8,EASTERN SAMAR,City of Borongan,PH082604000,1132.0,5.0,0.44
8,EASTERN SAMAR,Can-Avid,PH082605000,156.0,2.0,1.28
8,EASTERN SAMAR,Dolores,PH082606000,642.0,4.0,0.62
8,EASTERN SAMAR,General Macarthur,PH082607000,156.0,1.0,0.64
8,EASTERN SAMAR,Giporlos,PH082608000,191.0,0.0,0.0
8,EASTERN SAMAR,Guiuan,PH082609000,761.0,3.0,0.39
8,EASTERN SAMAR,Hernani,PH082610000,90.0,1.0,1.11
8,EASTERN SAMAR,Jipapad,PH082611000,106.0,2.0,1.89
8,EASTERN SAMAR,Lawaan,PH082612000,173.0,0.0,0.0
8,EASTERN SAMAR,Llorente,PH082613000,205.0,1.0,0.49
8,EASTERN SAMAR,Maydolong,PH082615000,139.0,1.0,0.72
8,EASTERN SAMAR,Mercedes,PH082616000,126.0,1.0,0.79
8,EASTERN SAMAR,Oras,PH082617000,469.0,2.0,0.43
8,EASTERN SAMAR,Quinapondan,PH082618000,82.0,0.0,0.0
8,EASTERN SAMAR,Salcedo,PH082619000,289.0,1.0,0.35
8,EASTERN SAMAR,San Julian,PH082620000,132.0,1.0,0.76
8,EASTERN SAMAR,San Policarpo,PH082621000,126.0,0.0,0.0
8,EASTERN SAMAR,Sulat,PH082622000,173.0,1.0,0.58
8,EASTERN SAMAR,Taft,PH082623000,334.0,1.0,0.3
14,IFUGAO,Banaue,PH142701000,606.0,0.0,0.0
14,IFUGAO,Hungduan,PH142702000,232.0,0.0,0.0
14,IFUGAO,Kiangan,PH142703000,379.0,0.0,0.0
14,IFUGAO,Lagawe,PH142704000,810.0,1.0,0.12
14,IFUGAO,Lamut,PH142705000,1128.0,0.0,0.0
14,IFUGAO,Mayoyao,PH142706000,617.0,0.0,0.0
14,IFUGAO,Alfonso Lista,PH142707000,1204.0,4.0,0.33
14,IFUGAO,Aguinaldo,PH142708000,525.0,0.0,0.0
14,IFUGAO,Hingyon,PH142709000,238.0,0.0,0.0
14,IFUGAO,Tinoc,PH142710000,642.0,2.0,0.31
14,IFUGAO,Asipulo,PH142711000,283.0,0.0,0.0
1,ILOCOS NORTE,Adams,PH012801000,78.0,0.0,0.0
1,ILOCOS NORTE,Bacarra,PH012802000,421.0,0.0,0.0
1,ILOCOS NORTE,Badoc,PH012803000,517.0,1.0,0.19
1,ILOCOS NORTE,Bangui,PH012804000,357.0,0.0,0.0
1,ILOCOS NORTE,City of Batac,PH012805000,843.0,0.0,0.0
1,ILOCOS NORTE,Burgos,PH012806000,94.0,0.0,0.0
1,ILOCOS NORTE,Carasi,PH012807000,19.0,0.0,0.0
1,ILOCOS NORTE,Currimao,PH012808000,224.0,2.0,0.89
1,ILOCOS NORTE,Dingras,PH012809000,711.0,0.0,0.0
1,ILOCOS NORTE,Dumalneg,PH012810000,42.0,0.0,0.0
1,ILOCOS NORTE,Banna,PH012811000,240.0,0.0,0.0
1,ILOCOS NORTE,City of Laoag,PH012812000,1498.0,0.0,0.0
1,ILOCOS NORTE,Marcos,PH012813000,257.0,0.0,0.0
1,ILOCOS NORTE,Nueva Era,PH012814000,193.0,0.0,0.0
1,ILOCOS NORTE,Pagudpud,PH012815000,375.0,0.0,0.0
1,ILOCOS NORTE,Paoay,PH012816000,226.0,0.0,0.0
1,ILOCOS NORTE,Pasuquin,PH012817000,449.0,1.0,0.22
1,ILOCOS NORTE,Piddig,PH012818000,438.0,0.0,0.0
1,ILOCOS NORTE,Pinili,PH012819000,259.0,0.0,0.0
1,ILOCOS NORTE,San Nicolas,PH012820000,676.0,0.0,0.0
1,ILOCOS NORTE,Sarrat,PH012821000,280.0,0.0,0.0
1,ILOCOS NORTE,Solsona,PH012822000,326.0,1.0,0.31
1,ILOCOS NORTE,Vintar,PH012823000,401.0,1.0,0.25
1,ILOCOS SUR,Alilem,PH012901000,100.0,0.0,0.0
1,ILOCOS SUR,Banayoyo,PH012902000,3.0,0.0,0.0
1,ILOCOS SUR,Bantay,PH012903000,371.0,1.0,0.27
1,ILOCOS SUR,Burgos,PH012904000,126.0,0.0,0.0
1,ILOCOS SUR,Cabugao,PH012905000,144.0,0.0,0.0
1,ILOCOS SUR,City of Candon,PH012906000,481.0,0.0,0.0
1,ILOCOS SUR,Caoayan,PH012907000,81.0,0.0,0.0
1,ILOCOS SUR,Cervantes,PH012908000,105.0,0.0,0.0
1,ILOCOS SUR,Galimuyod,PH012909000,39.0,0.0,0.0
1,ILOCOS SUR,Gregorio del Pilar,PH012910000,4.0,0.0,0.0
1,ILOCOS SUR,Lidlidda,PH012911000,27.0,0.0,0.0
1,ILOCOS SUR,Magsingal,PH012912000,273.0,0.0,0.0
1,ILOCOS SUR,Nagbukel,PH012913000,107.0,0.0,0.0
1,ILOCOS SUR,Narvacan,PH012914000,354.0,1.0,0.28
1,ILOCOS SUR,Quirino,PH012915000,128.0,0.0,0.0
1,ILOCOS SUR,Salcedo,PH012916000,144.0,0.0,0.0
1,ILOCOS SUR,San Emilio,PH012917000,142.0,0.0,0.0
1,ILOCOS SUR,San Esteban,PH012918000,145.0,0.0,0.0
1,ILOCOS SUR,San Ildefonso,PH012919000,86.0,0.0,0.0
1,ILOCOS SUR,San Juan,PH012920000,291.0,0.0,0.0
1,ILOCOS SUR,San Vicente,PH012921000,182.0,0.0,0.0
1,ILOCOS SUR,Santa,PH012922000,88.0,0.0,0.0
1,ILOCOS SUR,Santa Catalina,PH012923000,67.0,0.0,0.0
1,ILOCOS SUR,Santa Cruz,PH012924000,253.0,0.0,0.0
1,ILOCOS SUR,Santa Lucia,PH012925000,182.0,0.0,0.0
1,ILOCOS SUR,Santa Maria,PH012926000,290.0,0.0,0.0
1,ILOCOS SUR,Santiago,PH012927000,226.0,0.0,0.0
1,ILOCOS SUR,Santo Domingo,PH012928000,230.0,3.0,1.3
1,ILOCOS SUR,Sigay,PH012929000,1.0,0.0,0.0
1,ILOCOS SUR,Sinait,PH012930000,239.0,0.0,0.0
1,ILOCOS SUR,Sugpon,PH012931000,87.0,0.0,0.0
1,ILOCOS SUR,Suyo,PH012932000,115.0,1.0,0.87
1,ILOCOS SUR,Tagudin,PH012933000,358.0,0.0,0.0
1,ILOCOS SUR,City of Vigan,PH012934000,644.0,0.0,0.0
6,ILOILO,Ajuy,PH063001000,154.0,2.0,1.3
6,ILOILO,Alimodian,PH063002000,76.0,1.0,1.32
6,ILOILO,Anilao,PH063003000,90.0,3.0,3.33
6,ILOILO,Badiangan,PH063004000,16.0,0.0,0.0
6,ILOILO,Balasan,PH063005000,178.0,1.0,0.56
6,ILOILO,Banate,PH063006000,68.0,0.0,0.0
6,ILOILO,Barotac Nuevo,PH063007000,241.0,0.0,0.0
6,ILOILO,Barotac Viejo,PH063008000,160.0,1.0,0.62
6,ILOILO,Batad,PH063009000,104.0,2.0,1.92
6,ILOILO,Bingawan,PH063010000,16.0,0.0,0.0
6,ILOILO,Cabatuan,PH063012000,119.0,0.0,0.0
6,ILOILO,Calinog,PH063013000,187.0,0.0,0.0
6,ILOILO,Carles,PH063014000,280.0,1.0,0.36
6,ILOILO,Concepcion,PH063015000,46.0,2.0,4.35
6,ILOILO,Dingle,PH063016000,146.0,1.0,0.68
6,ILOILO,Dueñas,PH063017000,162.0,0.0,0.0
6,ILOILO,Dumangas,PH063018000,167.0,0.0,0.0
6,ILOILO,Estancia,PH063019000,97.0,0.0,0.0
6,ILOILO,Guimbal,PH063020000,133.0,0.0,0.0
6,ILOILO,Igbaras,PH063021000,110.0,0.0,0.0
6,ILOILO,City of Iloilo,PH063022000,8102.0,2.0,0.02
6,ILOILO,Janiuay,PH063023000,203.0,0.0,0.0
6,ILOILO,Lambunao,PH063025000,261.0,2.0,0.77
6,ILOILO,Leganes,PH063026000,160.0,0.0,0.0
6,ILOILO,Lemery,PH063027000,78.0,0.0,0.0
6,ILOILO,Leon,PH063028000,181.0,1.0,0.55
6,ILOILO,Maasin,PH063029000,69.0,2.0,2.9
6,ILOILO,Miagao,PH063030000,201.0,1.0,0.5
6,ILOILO,Mina,PH063031000,76.0,0.0,0.0
6,ILOILO,New Lucena,PH063032000,61.0,1.0,1.64
6,ILOILO,Oton,PH063034000,240.0,0.0,0.0
6,ILOILO,City of Passi,PH063035000,247.0,1.0,0.4
6,ILOILO,Pavia,PH063036000,318.0,0.0,0.0
6,ILOILO,Pototan,PH063037000,186.0,0.0,0.0
6,ILOILO,San Dionisio,PH063038000,57.0,0.0,0.0
6,ILOILO,San Enrique,PH063039000,63.0,0.0,0.0
6,ILOILO,San Joaquin,PH063040000,44.0,0.0,0.0
6,ILOILO,San Miguel,PH063041000,99.0,0.0,0.0
6,ILOILO,San Rafael,PH063042000,5.0,0.0,0.0
6,ILOILO,Santa Barbara,PH063043000,231.0,0.0,0.0
6,ILOILO,Sara,PH063044000,197.0,0.0,0.0
6,ILOILO,Tigbauan,PH063045000,123.0,1.0,0.81
6,ILOILO,Tubungan,PH063046000,183.0,0.0,0.0
6,ILOILO,Zarraga,PH063047000,110.0,0.0,0.0
2,ISABELA,Alicia,PH023101000,449.0,0.0,0.0
2,ISABELA,Angadanan,PH023102000,151.0,0.0,0.0
2,ISABELA,Aurora,PH023103000,88.0,0.0,0.0
2,ISABELA,Benito Soliven,PH023104000,4.0,0.0,0.0
2,ISABELA,Burgos,PH023105000,58.0,0.0,0.0
2,ISABELA,Cabagan,PH023106000,198.0,0.0,0.0
2,ISABELA,Cabatuan,PH023107000,268.0,0.0,0.0
2,ISABELA,City of Cauayan,PH023108000,714.0,0.0,0.0
2,ISABELA,Cordon,PH023109000,195.0,0.0,0.0
3,ISABELA,Dinapigue,PH023110000,11.0,0.0,0.0
2,ISABELA,Echague,PH023112000,299.0,0.0,0.0
2,ISABELA,Gamu,PH023113000,110.0,0.0,0.0
2,ISABELA,City of Ilagan,PH023114000,482.0,0.0,0.0
2,ISABELA,Jones,PH023115000,185.0,0.0,0.0
2,ISABELA,Luna,PH023116000,64.0,0.0,0.0
2,ISABELA,Delfin Albano,PH023118000,54.0,0.0,0.0
2,ISABELA,Mallig,PH023119000,118.0,0.0,0.0
2,ISABELA,Naguilian,PH023120000,152.0,0.0,0.0
8,ISABELA,Palanan,PH023121000,2.0,0.0,0.0
2,ISABELA,Quezon,PH023122000,76.0,0.0,0.0
2,ISABELA,Quirino,PH023123000,67.0,0.0,0.0
2,ISABELA,Ramon,PH023124000,109.0,0.0,0.0
2,ISABELA,Reina Mercedes,PH023125000,127.0,0.0,0.0
2,ISABELA,Roxas,PH023126000,187.0,0.0,0.0
2,ISABELA,San Agustin,PH023127000,25.0,0.0,0.0
2,ISABELA,San Guillermo,PH023128000,86.0,0.0,0.0
2,ISABELA,San Isidro,PH023129000,123.0,0.0,0.0
2,ISABELA,San Manuel,PH023130000,128.0,0.0,0.0
2,ISABELA,San Mariano,PH023131000,318.0,0.0,0.0
2,ISABELA,San Mateo,PH023132000,248.0,0.0,0.0
2,ISABELA,San Pablo,PH023133000,83.0,0.0,0.0
2,ISABELA,Santa Maria,PH023134000,73.0,0.0,0.0
2,ISABELA,City of Santiago,PH023135000,802.0,0.0,0.0
2,ISABELA,Santo Tomas,PH023136000,45.0,0.0,0.0
2,ISABELA,Tumauini,PH023137000,377.0,0.0,0.0
14,KALINGA,Balbalan,PH143201000,286.0,0.0,0.0
14,KALINGA,Lubuagan,PH143206000,377.0,0.0,0.0
14,KALINGA,Pasil,PH143208000,460.0,0.0,0.0
14,KALINGA,Pinukpuk,PH143209000,1270.0,1.0,0.08
14,KALINGA,Rizal,PH143211000,603.0,0.0,0.0
14,KALINGA,City of Tabuk,PH143213000,3628.0,1.0,0.03
14,KALINGA,Tanudan,PH143214000,236.0,1.0,0.42
14,KALINGA,Tinglayan,PH143215000,473.0,1.0,0.21
1,LA UNION,Agoo,PH013301000,457.0,1.0,0.22
1,LA UNION,Aringay,PH013302000,303.0,0.0,0.0
1,LA UNION,Bacnotan,PH013303000,278.0,0.0,0.0
1,LA UNION,Bagulin,PH013304000,76.0,0.0,0.0
1,LA UNION,Balaoan,PH013305000,286.0,1.0,0.35
1,LA UNION,Bangar,PH013306000,316.0,0.0,0.0
1,LA UNION,Bauang,PH013307000,587.0,0.0,0.0
1,LA UNION,Burgos,PH013308000,35.0,0.0,0.0
1,LA UNION,Caba,PH013309000,136.0,0.0,0.0
1,LA UNION,Luna,PH013310000,226.0,0.0,0.0
1,LA UNION,Naguilian,PH013311000,331.0,0.0,0.0
1,LA UNION,Pugo,PH013312000,76.0,0.0,0.0
1,LA UNION,Rosario,PH013313000,324.0,1.0,0.31
1,LA UNION,City of San Fernando,PH013314000,1210.0,0.0,0.0
1,LA UNION,San Gabriel,PH013315000,125.0,0.0,0.0
1,LA UNION,San Juan,PH013316000,343.0,0.0,0.0
1,LA UNION,Santo Tomas,PH013317000,268.0,0.0,0.0
1,LA UNION,Santol,PH013318000,81.0,0.0,0.0
1,LA UNION,Sudipen,PH013319000,122.0,0.0,0.0
1,LA UNION,Tubao,PH013320000,112.0,0.0,0.0
4,LAGUNA,Alaminos,PH043401000,56.0,1.0,1.79
4,LAGUNA,Bay,PH043402000,70.0,0.0,0.0
4,LAGUNA,City of Biñan,PH043403000,888.0,0.0,0.0
4,LAGUNA,City of Cabuyao,PH043404000,719.0,0.0,0.0
4,LAGUNA,City of Calamba,PH043405000,1359.0,0.0,0.0
4,LAGUNA,Calauan,PH043406000,153.0,0.0,0.0
4,LAGUNA,Cavinti,PH043407000,159.0,1.0,0.63
4,LAGUNA,Famy,PH043408000,33.0,0.0,0.0
4,LAGUNA,Kalayaan,PH043409000,4.0,0.0,0.0
4,LAGUNA,Liliw,PH043410000,36.0,0.0,0.0
4,LAGUNA,Los Baños,PH043411000,291.0,0.0,0.0
4,LAGUNA,Luisiana,PH043412000,47.0,0.0,0.0
4,LAGUNA,Lumban,PH043413000,31.0,0.0,0.0
4,LAGUNA,Mabitac,PH043414000,37.0,0.0,0.0
4,LAGUNA,Magdalena,PH043415000,31.0,0.0,0.0
4,LAGUNA,Majayjay,PH043416000,100.0,0.0,0.0
4,LAGUNA,Nagcarlan,PH043417000,207.0,0.0,0.0
4,LAGUNA,Paete,PH043418000,46.0,0.0,0.0
4,LAGUNA,Pagsanjan,PH043419000,117.0,0.0,0.0
4,LAGUNA,Pakil,PH043420000,43.0,0.0,0.0
4,LAGUNA,Pangil,PH043421000,54.0,1.0,1.85
4,LAGUNA,Pila,PH043422000,50.0,0.0,0.0
4,LAGUNA,Rizal,PH043423000,31.0,0.0,0.0
4,LAGUNA,City of San Pablo,PH043424000,395.0,0.0,0.0
4,LAGUNA,City of San Pedro,PH043425000,611.0,0.0,0.0
4,LAGUNA,Santa Cruz,PH043426000,166.0,1.0,0.6
4,LAGUNA,Santa Maria,PH043427000,51.0,0.0,0.0
4,LAGUNA,City of Santa Rosa,PH043428000,756.0,0.0,0.0
4,LAGUNA,Siniloan,PH043429000,64.0,0.0,0.0
4,LAGUNA,Victoria,PH043430000,6.0,0.0,0.0
10,LANAO DEL NORTE,Bacolod,PH103501000,229.0,1.0,0.44
10,LANAO DEL NORTE,Baloi,PH103502000,368.0,2.0,0.54
10,LANAO DEL NORTE,Baroy,PH103503000,290.0,1.0,0.34
10,LANAO DEL NORTE,City of Iligan,PH103504000,5554.0,17.0,0.31
10,LANAO DEL NORTE,Kapatagan,PH103505000,512.0,0.0,0.0
10,LANAO DEL NORTE,Sultan Naga Dimaporo,PH103506000,470.0,0.0,0.0
10,LANAO DEL NORTE,Kauswagan,PH103507000,254.0,0.0,0.0
10,LANAO DEL NORTE,Kolambugan,PH103508000,211.0,0.0,0.0
10,LANAO DEL NORTE,Lala,PH103509000,794.0,0.0,0.0
10,LANAO DEL NORTE,Linamon,PH103510000,110.0,0.0,0.0
10,LANAO DEL NORTE,Magsaysay,PH103511000,149.0,0.0,0.0
10,LANAO DEL NORTE,Maigo,PH103512000,176.0,0.0,0.0
10,LANAO DEL NORTE,Matungao,PH103513000,59.0,0.0,0.0
10,LANAO DEL NORTE,Munai,PH103514000,237.0,2.0,0.84
10,LANAO DEL NORTE,Nunungan,PH103515000,193.0,0.0,0.0
10,LANAO DEL NORTE,Pantao Ragat,PH103516000,90.0,0.0,0.0
10,LANAO DEL NORTE,Poona Piagapo,PH103517000,192.0,0.0,0.0
10,LANAO DEL NORTE,Salvador,PH103518000,317.0,0.0,0.0
10,LANAO DEL NORTE,Sapad,PH103519000,291.0,0.0,0.0
10,LANAO DEL NORTE,Tagoloan,PH103520000,191.0,0.0,0.0
10,LANAO DEL NORTE,Tangcal,PH103521000,94.0,0.0,0.0
10,LANAO DEL NORTE,Tubod,PH103522000,377.0,2.0,0.53
10,LANAO DEL NORTE,Pantar,PH103523000,102.0,1.0,0.98
15,LANAO DEL SUR,Bacolod-Kalawi,PH153601000,188.0,2.0,1.06
15,LANAO DEL SUR,Balabagan,PH153602000,288.0,3.0,1.04
15,LANAO DEL SUR,Balindong,PH153603000,528.0,0.0,0.0
15,LANAO DEL SUR,Bayang,PH153604000,66.0,0.0,0.0
15,LANAO DEL SUR,Binidayan,PH153605000,209.0,2.0,0.96
15,LANAO DEL SUR,Bubong,PH153606000,134.0,0.0,0.0
15,LANAO DEL SUR,Butig,PH153607000,98.0,0.0,0.0
15,LANAO DEL SUR,Ganassi,PH153609000,337.0,0.0,0.0
15,LANAO DEL SUR,Kapai,PH153610000,163.0,0.0,0.0
15,LANAO DEL SUR,Lumba-Bayabao,PH153611000,200.0,0.0,0.0
15,LANAO DEL SUR,Lumbatan,PH153612000,170.0,0.0,0.0
15,LANAO DEL SUR,Madalum,PH153613000,259.0,0.0,0.0
15,LANAO DEL SUR,Madamba,PH153614000,135.0,1.0,0.74
15,LANAO DEL SUR,Malabang,PH153615000,369.0,0.0,0.0
15,LANAO DEL SUR,Marantao,PH153616000,452.0,2.0,0.44
10,LANAO DEL SUR,City of Marawi,PH153617000,404.0,0.0,0.0
15,LANAO DEL SUR,Masiu,PH153618000,133.0,0.0,0.0
15,LANAO DEL SUR,Mulondo,PH153619000,192.0,0.0,0.0
15,LANAO DEL SUR,Pagayawan,PH153620000,202.0,0.0,0.0
15,LANAO DEL SUR,Piagapo,PH153621000,355.0,0.0,0.0
15,LANAO DEL SUR,Poona Bayabao,PH153622000,32.0,0.0,0.0
15,LANAO DEL SUR,Pualas,PH153623000,128.0,0.0,0.0
15,LANAO DEL SUR,Ditsaan-Ramain,PH153624000,264.0,0.0,0.0
15,LANAO DEL SUR,Saguiaran,PH153625000,510.0,0.0,0.0
15,LANAO DEL SUR,Tamparan,PH153626000,173.0,0.0,0.0
15,LANAO DEL SUR,Taraka,PH153627000,150.0,0.0,0.0
15,LANAO DEL SUR,Tubaran,PH153628000,78.0,0.0,0.0
15,LANAO DEL SUR,Tugaya,PH153629000,200.0,0.0,0.0
15,LANAO DEL SUR,Wao,PH153630000,463.0,0.0,0.0
15,LANAO DEL SUR,Marogong,PH153631000,149.0,1.0,0.67
15,LANAO DEL SUR,Calanogas,PH153632000,81.0,0.0,0.0
15,LANAO DEL SUR,Buadiposo-Buntong,PH153633000,169.0,3.0,1.78
15,LANAO DEL SUR,Maguing,PH153634000,237.0,0.0,0.0
15,LANAO DEL SUR,Picong,PH153635000,183.0,0.0,0.0
15,LANAO DEL SUR,Lumbayanague,PH153636000,107.0,0.0,0.0
15,LANAO DEL SUR,Amai Manabilang,PH153637000,74.0,1.0,1.35
15,LANAO DEL SUR,Kapatagan,PH153639000,211.0,0.0,0.0
15,LANAO DEL SUR,Sultan Dumalondong,PH153640000,91.0,0.0,0.0
15,LANAO DEL SUR,Lumbaca-Unayan,PH153641000,112.0,1.0,0.89
8,LEYTE,Abuyog,PH083701000,359.0,3.0,0.84
8,LEYTE,Alangalang,PH083702000,257.0,0.0,0.0
8,LEYTE,Albuera,PH083703000,122.0,1.0,0.82
8,LEYTE,Babatngon,PH083705000,62.0,0.0,0.0
8,LEYTE,Barugo,PH083706000,58.0,4.0,6.9
8,LEYTE,Bato,PH083707000,109.0,0.0,0.0
8,LEYTE,City of Baybay,PH083708000,558.0,3.0,0.54
8,LEYTE,Burauen,PH083710000,62.0,0.0,0.0
8,LEYTE,Calubian,PH083713000,32.0,0.0,0.0
8,LEYTE,Capoocan,PH083714000,93.0,2.0,2.15
8,LEYTE,Carigara,PH083715000,122.0,0.0,0.0
8,LEYTE,Dagami,PH083717000,104.0,1.0,0.96
8,LEYTE,Dulag,PH083718000,155.0,0.0,0.0
8,LEYTE,Hilongos,PH083719000,80.0,1.0,1.25
8,LEYTE,Hindang,PH083720000,40.0,0.0,0.0
8,LEYTE,Inopacan,PH083721000,133.0,3.0,2.26
8,LEYTE,Isabel,PH083722000,85.0,0.0,0.0
8,LEYTE,Jaro,PH083723000,86.0,1.0,1.16
8,LEYTE,Javier,PH083724000,35.0,0.0,0.0
8,LEYTE,Julita,PH083725000,98.0,0.0,0.0
8,LEYTE,Kananga,PH083726000,245.0,0.0,0.0
8,LEYTE,La Paz,PH083728000,92.0,0.0,0.0
8,LEYTE,Leyte,PH083729000,219.0,1.0,0.46
8,LEYTE,Macarthur,PH083730000,65.0,0.0,0.0
8,LEYTE,Mahaplag,PH083731000,99.0,0.0,0.0
8,LEYTE,Matag-Ob,PH083733000,66.0,0.0,0.0
8,LEYTE,Matalom,PH083734000,26.0,0.0,0.0
8,LEYTE,Mayorga,PH083735000,12.0,0.0,0.0
8,LEYTE,Merida,PH083736000,152.0,4.0,2.63
8,LEYTE,Ormoc City,PH083738000,939.0,4.0,0.43
8,LEYTE,Palo,PH083739000,341.0,1.0,0.29
8,LEYTE,Palompon,PH083740000,124.0,2.0,1.61
8,LEYTE,Pastrana,PH083741000,15.0,0.0,0.0
8,LEYTE,San Isidro,PH083742000,70.0,5.0,7.14
8,LEYTE,San Miguel,PH083743000,66.0,0.0,0.0
