REGION_NO,ADM2_EN,ADM3_EN,ADM3_CODE,TOTAL_EMPLOYED,FOREST_EMPLOYED,PERCENT_FOREST
16,DINAGAT ISLANDS,San Jose,PH168506000,668.0,9.0,1.35
16,DINAGAT ISLANDS,Tubajon,PH168507000,190.0,1.0,0.53
11,DAVAO OCCIDENTAL,Don Marcelino,PH118601000,555.0,0.0,0.0
11,DAVAO OCCIDENTAL,Jose Abad Santos,PH118602000,1278.0,2.0,0.16
11,DAVAO OCCIDENTAL,Malita,PH118603000,2296.0,10.0,0.44
11,DAVAO OCCIDENTAL,Santa Maria,PH118604000,1026.0,11.0,1.07
11,DAVAO OCCIDENTAL,Sarangani,PH118605000,438.0,3.0,0.68
9,CITY OF ISABELA,City of Isabela,PH099701000,2236.0,24.0,1.07
12,COTABATO CITY,City of Cotabato,PH129804000,4091.0,5.0,0.12
13,City of Manila,City of Manila,PH133900000,8087.0,0.0,0.0
